,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
215,2022-09-13 12:34:49+00:00,https://twitter.com/Joanna8847/status/1569665903486464000,Joanna8847,Twitter Web App,Singapura,@MartiniGuyYT #ETH is bullish🚀,0,0,0,0
216,2022-09-13 12:25:46+00:00,https://twitter.com/KenwoodCapital/status/1569663627778576384,KenwoodCapital,Twitter for iPhone,Crypto Since 2017,#ETH circulation compared to market cap shows most bullish divergence since May 2021 👀  https://t.co/bZpDpV3xqg,0,0,0,0
217,2022-09-13 12:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1569657156718166020,CryptoMarketInd,CryptoMarketIndex,Global,"The ETH sentiment for Sep 13, 2022 @ 08:00 EDT is 
60% bullish 
 #bullmarket 

 #ETH #CryptoMarket #CryptoNews",0,0,0,0
218,2022-09-13 12:00:03+00:00,https://twitter.com/RetrospectApps/status/1569657155770372096,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1739.72$ | -0.69%
🕖-score -14.02542857142857
📈Market View: 2.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
219,2022-09-13 11:55:32+00:00,https://twitter.com/MandoxBossGirl/status/1569656020775084034,MandoxBossGirl,Twitter for iPhone,United States,"It’s going on! Currently passing with 16M $BCT tokens used to vote to accept the proposal.  A bullish 99% of voters currently approving. 

Vote End date today, 12:46 PM EST

https://t.co/PZVr8PlE5u

 #Buyback #token_burning #DAO  #ERC #ETH  #Crypto $Shib $Bone $Cult #treasury https://t.co/ttrrWrjiqL",9,8,0,3
220,2022-09-13 11:55:00+00:00,https://twitter.com/CyberFaceWars/status/1569655884875444226,CyberFaceWars,Twitter for iPhone,,"#ETH don’t get left behind baby! Catch up 📈 We’re off to the moon! 🌖
#party #tothemoon #Crypto #Bullish",1,0,0,0
221,2022-09-13 11:52:32+00:00,https://twitter.com/365cryptonews/status/1569655264894148608,365cryptonews,Make (formerly Integromat),Dystopia,"🟩 TRENDING NEWS

ETH circulation compared to market cap shows most bullish divergence since May 2021 [https://t.co/MaKwb3h68Q]

$ETH #ETH @ethereum #ethereum @VitalikButerin
🟪 https://t.co/f4AaWOxV8R

https://t.co/fh6nUkHJj8",0,0,0,0
222,2022-09-13 11:18:45+00:00,https://twitter.com/HB_VOLT_7827/status/1569646760594898945,HB_VOLT_7827,Twitter for Android,"Anchorage, AK",⚡️⚡️⚡️ $VOLT #VOLTINU #VOLTARMY #VOLTISOFT #VOLTICHANGE #VOLTIECO #1000xgem #HODL #Bullish @EverRise @ElonGoatToken #croeffect @SpaceX #VOLTINUTOTHEMOON @Gemini #CRO #OKX #Binance #KuCoin #ETH #BSC #VDSC #VOLTIECO #VOLTIPAY #SHIBARMY @MrBigWhaleREAL #NFTs #Voltinuofficial ⚡️⚡️⚡️,15,13,0,2
223,2022-09-13 11:18:10+00:00,https://twitter.com/HB_VOLT_7827/status/1569646616096960512,HB_VOLT_7827,Twitter for Android,"Anchorage, AK",1/1 #VOLT the hottest project under the sun 🎶 ⚡️⚡️⚡️ $VOLT #VOLTINU #VOLTARMY #VOLTISOFT #VOLTICHANGE #VOLTIECO #1000xgem #HODL #Bullish @EverRise @ElonGoatToken #croeffect @SpaceX #VOLTINUTOTHEMOON @Gemini #CRO #OKX #Binance #KuCoin #ETH #BSC  #VOLTIECO #VOLTIPAY #voltichange,3,3,0,0
224,2022-09-13 11:00:11+00:00,https://twitter.com/RetrospectApps/status/1569642088806875139,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1734.53$ | -0.69%
🕖-score -16.625809480026927
📈Market View: -3.35 🙁
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
225,2022-09-13 10:59:31+00:00,https://twitter.com/kmskota10/status/1569641923023114241,kmskota10,Twitter for Android,"Kota,Rajasthan",Ethereum Bullish Momentum Continues to Build as the Merge Comes https://t.co/ZX8dnfz8ns #altcoin #CryptoBearMarket #ETH #ETHMerge #Ethereum,0,0,0,1
226,2022-09-13 10:58:33+00:00,https://twitter.com/BahadirKilic11/status/1569641680483106817,BahadirKilic11,Twitter for Android,"Burbank, CA","Fasten your belts,  are you ready for #TakeOff #Ethereum to $3k very soon! 
This is the game changer move for the #blockchain history! #pow to #pos will be a huge step! #bullish on #eth",3,0,0,3
227,2022-09-13 10:54:02+00:00,https://twitter.com/itscrypto_news/status/1569640542203703296,itscrypto_news,Twitter Web App,United Arab Emirates,"The Ethereum price is approaching critical levels as the bullish momentum continues to build ahead of the anticipated Merge

#altcoin #CryptoBearMarket #ETH #ETHMerge #Ethereum

https://t.co/nS4Mn3QZ9d",1,1,1,1
228,2022-09-13 10:47:11+00:00,https://twitter.com/RetardsAndDegen/status/1569638818701266945,RetardsAndDegen,Twitter Web App,Moon,"Reasons why #TheMerge is bullish: 
👉Reduction of Token Issuance by 90% (Triple Halving)
👉Environmentally friendly, energy usage reduction by 99.95%
👉Staking APR expected 9-12%
👉 $ETH becomes deflationary
👉coming Surge, Verge, Purge and Splurge

#ETHMerge #EthereumMerge #ETH https://t.co/Y951J2RZO4",2,1,0,0
229,2022-09-13 10:40:18+00:00,https://twitter.com/cryptosenseiXBT/status/1569637086126374912,cryptosenseiXBT,Twitter for iPhone,,"Inflation data comes up in less than 2 hrs.

We’re expecting the number to come down to 8.1%, the lowest value in six months.

Sounds bullish IMO. Paired with the #ETH Merge, I think we’re gonna see some further positive movement for $BTC.",1,0,0,0
230,2022-09-13 10:23:02+00:00,https://twitter.com/BEASTLIKENFT/status/1569632741024727041,BEASTLIKENFT,Twitter Web App,,"With the #merge around the corner and prices still sky-rocking we've announced our prices for our NFTs, prices starting at 0.05ETH for whitelist holders.

It may be a bear market, but we're feeling #bullish 

#nfts #NFTJapan #NFTCommuntiy #eth #ETHMerge #EthereumMerge #nft https://t.co/VhOB4xWxsG",384,545,2,910
231,2022-09-13 10:01:43+00:00,https://twitter.com/CryptoSamogon/status/1569627376715186177,CryptoSamogon,Jetpack.com,,"TA: #Ethereum Prints Bullish Pattern, Why #ETH Could Surge Past $1,800 https://t.co/wLnTX6yJzl",0,0,0,2
232,2022-09-13 10:00:11+00:00,https://twitter.com/RetrospectApps/status/1569626989794922497,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1723.58$ | -1.55%
🕖-score -10.991597152808156
📈Market View: 8.56 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
233,2022-09-13 09:56:08+00:00,https://twitter.com/adam_ogos/status/1569625970310787078,adam_ogos,Twitter for Android,school ,"Everyone with pro market ref with on-chain data, funding data etc are predicted #eth 2.0 will succeed but the value will be crashing hard.. let's see..",1,0,0,0
234,2022-09-13 09:26:56+00:00,https://twitter.com/KAR__Crypto/status/1569618622649372672,KAR__Crypto,Twitter Web App,Manchester & Dubai,"$ETH #ETH #Ethereum @ethereum - 
🔶No change; holding 0.75 range (1682) is key for trend continuation to the upside
🔶Looking at bullish US CPI &amp; merge to complete ABC formation
🔶Otherwise breakdown from here &amp; RH deviation is already in with the marco last leg wave 5 to follow https://t.co/gN1I9jviAY",9,0,1,1
235,2022-09-13 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1569611857698209794,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1712.69$ | -2.45%
🕖-score -10.322795323782776
📈Market View: 10.45 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
236,2022-09-13 08:53:38+00:00,https://twitter.com/chartsIV/status/1569610242710982657,chartsIV,Twitter Web App,,"#eth update, keep an eye on THIS!!👇

neckline resistance level is 1790. it was tested and rejected earlier which formed a double top, but

the rising wedge on the daily is the MOST concerning part right now as a break out (bearish) will lead to #alts dropping heavily. https://t.co/jEv3j137RN",4,2,1,0
237,2022-09-13 08:47:41+00:00,https://twitter.com/johnmorganFL/status/1569608746984247296,johnmorganFL,Twitter Web App,"For now, Earth","#BitMEX CEO Takes A Major Bullish Trade on #Ethereum (#ETH) for Year-End

https://t.co/UBjwvXaaDE",1,0,0,0
238,2022-09-13 08:02:42+00:00,https://twitter.com/ALTCOINBUFF/status/1569597427073556488,ALTCOINBUFF,Twitter Web App,United Arab Emirates,"#Ichimoku analysis of $ETH for today:
Conc.: This is the reason we are waiting for a breakout as it is getting resisted by 50% fib levels. We have a bullish tenkan &amp; kijun crossover with bearish kumo cloud direction suggesting Volatility, may be due to #ETHMerge.
#Ethereum  #ETH https://t.co/nSK8ve2ga9",2,0,1,1
239,2022-09-13 08:00:34+00:00,https://twitter.com/RetrospectApps/status/1569596888353067008,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1693.55$ | -4.43%
🕖-score -8.41858152331306
📈Market View: 14.17 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
240,2022-09-13 07:30:28+00:00,https://twitter.com/EliteTrader001/status/1569589312043335685,EliteTrader001,Twitter Web App,The Universe ,"$ETH Will be shorting this to hedge against my spot exposure. RR seems to be in favor of the bears especially with bitcoin hitting resistance and $BTC.D being mega bullish. 

#Crypto #ETH https://t.co/k1B5wwURvs",0,0,0,0
241,2022-09-13 07:23:25+00:00,https://twitter.com/FusionMarkets/status/1569587539933003776,FusionMarkets,Semrush Social Media Tool,Australia,"#ETHMerge is less than 43 hours away.

Despite seeing outflows of #ETH last week, we're still seeing Ethereum's open interest market remain strong. 

Will the Merge be bullish or bearish for #Ethereum? https://t.co/jAU4No6E1p",1,0,0,0
242,2022-09-13 07:21:07+00:00,https://twitter.com/WzrdMrkt/status/1569586959072337920,WzrdMrkt,Twitter for iPhone,Everywhere,"Bearish on #Merge 🐻

#ETH #Ethereum",0,0,0,0
243,2022-09-13 07:01:53+00:00,https://twitter.com/Washigorira/status/1569582120254726144,Washigorira,Twitter Web App,"Dubaï, Emirats Arabes Unis","#ETH Daily Update (Ichimoku)

Daily candle closed above $1,690.  

As long as  #Ethereum remains above it, to me it just looks like it's printing a HL after a HH. 

✍️ Bullish Tenkan-Kijun cross. https://t.co/4YX0Y7NI4V",25,2,1,9
244,2022-09-13 07:00:16+00:00,https://twitter.com/RetrospectApps/status/1569581713176596480,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1707.51$ | -1.71%
🕖-score -10.34679359430605
📈Market View: 10.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
245,2022-09-13 06:50:13+00:00,https://twitter.com/Crypto_Kris1/status/1569579183914864641,Crypto_Kris1,Twitter for Android,Moon,"The merge is coming soon 😋 which #Cryptocurency are you bullish on?

#ETH #Cosmos",43,5,0,10
246,2022-09-13 06:46:05+00:00,https://twitter.com/CryptoCommandr/status/1569578141773086723,CryptoCommandr,Twitter for iPhone,Wall Street,"Funding rates on ETC turned positive, showing a strong demand for leveraged longs positions. They have remained positive to neutral throughout last week. Meanwhile, #ETH’s rates are well into negative territory, suggesting a combination of bearish sentiment and heavy hedging.
3/5",2,0,0,1
247,2022-09-13 06:35:15+00:00,https://twitter.com/atf130/status/1569575419350814720,atf130,Twitter for Android,"London, England","#ETH #Ethereum 
Bullish flag

https://t.co/G38hWdddDK",0,0,0,3
248,2022-09-13 06:10:33+00:00,https://twitter.com/leeneedham81/status/1569569202024873987,leeneedham81,Twitter for Android,"Newquay, England","#wptinvestingcorp Iphone &amp; Android App logo in pic 1 📱

2D, 3D And Founders edition #NFT's in the others

I'm gonna say it again, @WarPigsToken is so #Bullish right now

Looks an amazing time to be aping $WPT

🪖🐷 https://t.co/1JuUjK1FmN

#CRYPTO #ETH #x1000GEM https://t.co/J1OwoHy9TD",12,12,0,423
249,2022-09-13 06:00:34+00:00,https://twitter.com/RetrospectApps/status/1569566687170543617,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1717.42$ | -0.53%
🕖-score -15.570847826086956
📈Market View: -1.0 🙁
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
250,2022-09-13 05:56:24+00:00,https://twitter.com/PSturg395/status/1569565641656471553,PSturg395,Twitter for Android,"Texas, USA","$MIKOTO is still my go to. I will continue to accumulate all I can. I just feel good about this one. Can't beat the people in telegram!

0x921fa0f0fe7e01e861b2cf583a54a8c3e9b40b1e

#MIKOTO #BULLISH #ETH #1000xgem https://t.co/sGclWF7Xzg",40,16,3,40
251,2022-09-13 05:52:11+00:00,https://twitter.com/CryptoNews_eth/status/1569564579188932608,CryptoNews_eth,Twitter for Android,Your Mum,"#AltCoins on the #Ethereum Network are due to explode, more so than #Eth when the Merge happens in just a few days.

https://t.co/1NaXnAzCxg",0,0,0,0
252,2022-09-13 05:05:10+00:00,https://twitter.com/dumbwire/status/1569552748659757058,dumbwire,dlvr.it,"Houston, TX","#ETH #ethereum #ethusd #ETHUSDT TA: Ethereum Prints Bullish Pattern, Why ETH Could Surge Past $1,800 https://t.co/dvfSjh3l1w - https://t.co/HzksZFGgpd https://t.co/xlF2YIN8mW",0,0,0,0
253,2022-09-13 05:05:10+00:00,https://twitter.com/bitbangprofits/status/1569552747317587970,bitbangprofits,dlvr.it,Worldwide,"TA: Ethereum Prints Bullish Pattern, Why ETH Could Surge Past $1,800 https://t.co/RtaatLcyhF #ETH #ethereum #ethusd https://t.co/BSlq8sGGwj",0,0,0,1
254,2022-09-13 05:05:04+00:00,https://twitter.com/CappcoinsCrypto/status/1569552720918642688,CappcoinsCrypto,dlvr.it,"Brisbane, Australia","TA: Ethereum Prints Bullish Pattern, Why ETH Could Surge Past $1,800 https://t.co/yBm5QA0BKT #ETH #ethereum #ethusd",0,0,0,0
255,2022-09-13 05:05:04+00:00,https://twitter.com/Coinboard/status/1569552720830541827,Coinboard,dlvr.it,"London, United Kingdom","TA: Ethereum Prints Bullish Pattern, Why ETH Could Surge Past $1,800 https://t.co/pNV6A2qNur #ETH #ethereum #ethusd #ETHUSDT",0,0,0,1
256,2022-09-13 05:03:05+00:00,https://twitter.com/JuanChavMaci/status/1569552221905518593,JuanChavMaci,dlvr.it,"Queretaro, Mexico","Ethereum corrected lower below $1,750 against the US Dollar. ETH remained well bid above $1,680 and is eyeing a fresh surge above $1,750. Ethereum is trading in a bullish zone above the $1,680 and $1,700 levels. The price is now trading near $1,720 and the 100 hourly… #ETH https://t.co/4O0vDAuB7t",0,0,0,1
257,2022-09-13 05:03:03+00:00,https://twitter.com/Cryptoprenure/status/1569552213747597313,Cryptoprenure,dlvr.it,,"TA: Ethereum Prints Bullish Pattern, Why ETH Could Surge Past $1,800 https://t.co/H2vZBUBKQo #ETH #ethereum",0,0,0,1
258,2022-09-13 05:01:46+00:00,https://twitter.com/johnmorganFL/status/1569551890035183616,johnmorganFL,Twitter Web App,"For now, Earth","TA: #Ethereum Prints Bullish Pattern, Why #ETH Could Surge Past $1,800

https://t.co/68YphfRRYt",0,0,0,0
259,2022-09-13 05:01:24+00:00,https://twitter.com/taps0ux/status/1569551800226783232,taps0ux,Twitter Web App,Netherlands ,Hey guuuuys! I'd like to share why i'm bullish about #NFT on #ETH! 1. Blue chip NFTs can't be on chain that may not survive (hello Solana). Ethereum has proved its power by surviving at least 2 bear markets and become the second cryptocurrency of CMC,2,0,0,2
260,2022-09-13 05:00:04+00:00,https://twitter.com/RetrospectApps/status/1569551462350323712,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1717.42$ | -0.53%
🕖-score -11.672421052631577
📈Market View: 8.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
261,2022-09-13 04:34:58+00:00,https://twitter.com/RealShibaDoge/status/1569545148266328065,RealShibaDoge,Twitter Web App,,Are you bullish on Ethereum after the merge? #Eth #Ethereum #Shibadoge #Crypto #cryptocurrency,119,40,1,17
262,2022-09-13 04:00:04+00:00,https://twitter.com/RetrospectApps/status/1569536365410254848,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1714.19$ | -0.57%
🕖-score -11.47414563106796
📈Market View: 7.25 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
263,2022-09-13 04:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1569536357806096385,CryptoMarketInd,CryptoMarketIndex,Global,"The ETH sentiment for Sep 13, 2022 @ 00:00 EDT is 
75% bullish 
 #bullmarket 

 #ETH #CryptoMarket #CryptoNews",0,0,0,0
264,2022-09-13 03:49:11+00:00,https://twitter.com/The_Bread_Bros/status/1569533626106413057,The_Bread_Bros,Twitter for Android,Metaverse,Are you bullish or bearish on the #ETH merge?,6,1,0,0
265,2022-09-13 03:36:34+00:00,https://twitter.com/bitcoinagile/status/1569530450913132545,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ETHUSD Potential for Bullish Trend  13th Sept 2022 for COINBASE:ETHUSD by desmondlzw #ETH $ETH https://t.co/AeocKPLCNO https://t.co/WD8iwI9O3z,0,0,0,0
266,2022-09-13 03:00:11+00:00,https://twitter.com/RetrospectApps/status/1569521292247719943,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1706.61$ | -1.79%
🕖-score -7.939764306365014
📈Market View: 6.3 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
267,2022-09-13 02:34:24+00:00,https://twitter.com/blazarforce/status/1569514803827458049,blazarforce,Twitter Web App,The Bridge,"With the merge inbound I would toss in my opinion, regardless if it's a sell the news event, I think long term it is very bullish for #ETH because I see it very bullish for the #NFT and token economies. Users and holders able to earn stakes means more using and buying imho",12,3,1,2
268,2022-09-13 02:31:44+00:00,https://twitter.com/FXScrypto/status/1569514136366682113,FXScrypto,Hootsuite Inc.,,#Ethereum prevented a dip below the threshold after the August dip despite the crippling fear of a crash in the market 💥 https://t.co/AgRErKpcLv #eth #crypto $ethereum $ethusd,1,0,0,3
269,2022-09-13 02:09:59+00:00,https://twitter.com/MFDeFi/status/1569508661067669505,MFDeFi,Twitter for iPhone,Metaverse,"I love the positive energy! The NFL season just started, the charts are green, people in #DeFi and #NFTs are excited for the #ETHMerge and are bullish on #ETH 

Speaking of bullish I’m also super bullish on @huslnfts and how you can mint 1 of 5000 businesses wrapped as  NFTs https://t.co/m6E2DcBpeu",3,1,1,1
270,2022-09-13 02:04:06+00:00,https://twitter.com/CryptoBullGod/status/1569507181061615617,CryptoBullGod,Twitter Web App,Florida,"$ONE 10Day

Show me a chart &amp; I'll tell you the story

Market Structure is BULLISH &amp; #HarmonyONE is NOT dead

40x-85x from current USD price levels by our next blow-off #crypto cycle top is possible

NO predictions
Educated-based observations &amp; opinions

#Harmonauts #ETH #layer1 https://t.co/sCXkV6j0Wt",18,6,0,1
271,2022-09-13 02:00:11+00:00,https://twitter.com/RetrospectApps/status/1569506192992440323,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1693.55$ | -4.43%
🕖-score -6.894677966101694
📈Market View: 7.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
272,2022-09-13 01:55:11+00:00,https://twitter.com/Marky8882/status/1569504938484695041,Marky8882,Twitter for iPhone,,"#ETH looking to long at the .786 retracement $1635. Bullish cup &amp; Handel, negative funding. Europe is printing money, USA &amp; Canada about to follow. Expecting a jaw dropping bear market rally until after midterms. 
Possibly upto $3000 eth https://t.co/WEpoeDHLPe",3,0,0,1
273,2022-09-13 01:28:09+00:00,https://twitter.com/Mr_GMI69/status/1569498134908383234,Mr_GMI69,Twitter Web App,The Moon 🌙,"@BigCheds It doesn't feel safe shorting #ETH below 1700, I think it was rather better to short it at the bearish order block of 1780 1800. Just saying, trade safe!",1,0,0,0
274,2022-09-13 01:03:11+00:00,https://twitter.com/anjares90/status/1569491851719344133,anjares90,Twitter for Android,"England, United Kingdom",change PoW to PoS #ETH will be explode 💥💥💥 🚀🚀🚀🚀🚀🚀🚀 https://t.co/OK5eFvdy4d,0,0,0,0
275,2022-09-13 00:42:37+00:00,https://twitter.com/AnthonyMinelli3/status/1569486675990151168,AnthonyMinelli3,Twitter for iPhone,,#ETH Going to explode!!!!!!!!!!!!!!!!!!,0,0,0,0
276,2022-09-13 00:24:54+00:00,https://twitter.com/cryptoes_ta/status/1569482216744562689,cryptoes_ta,Twitter Web App,"Miami, FL",$ETH dropping below a major trend-line | Will want to see this level hold for bullish continuation | Must be very careful if we close below as #ETH is still the main leader in the market at the moment https://t.co/gzk0yBamNe,11,0,1,2
277,2022-09-13 00:12:20+00:00,https://twitter.com/BillionzChinny/status/1569479054557945858,BillionzChinny,Twitter for Android,"Twitter, Whatsapp, Telegram.","It also keeps track of #ETH hash rate and difficulty levels.
Source: https://t.co/6kCB2wKuQr

Ethereum is also seen to change range between $1,712 - $1,778 with a 3.6% gain during the last 24 hours.
Does this mean bullish news for Ethereum.

See this tweet
https://t.co/YcZsrtLvHP",2,1,0,0
278,2022-09-13 00:12:03+00:00,https://twitter.com/CometCalls/status/1569478981614997505,CometCalls,Twitter for iPhone,,"Bullish on $harm shoutout to @phaltron and the whole community 🚀 don’t fumble your moonbag

https://t.co/xtyNmPSzP5 #eth",54,36,6,67
279,2022-09-13 00:00:10+00:00,https://twitter.com/RetrospectApps/status/1569475991176634368,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1712.79$ | -2.72%
🕖-score -10.67734504979496
📈Market View: 7.67 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
280,2022-09-12 23:56:57+00:00,https://twitter.com/iamjyotishi/status/1569475182443769856,iamjyotishi,Twitter for Android,online,"@isleofblessed01 @thewrbt Devs read books!! Bullish :)
$WRBT #WhiteRabbit #ETH
@thewrbt @0xWhiteRabbit",4,0,0,0
281,2022-09-12 23:38:53+00:00,https://twitter.com/TA_CryptoTrades/status/1569470637336571910,TA_CryptoTrades,Twitter for Android,charts,"I suggest no one trade this #ETH volatility. Wait until tomorrow CPI. 8.1 expect. If it comes below 8 it's gonna be a massive rally. Above and everything crashes down. Although eth looks bearish rn, it's not worth the gamble.",0,0,0,0
282,2022-09-12 23:21:10+00:00,https://twitter.com/trepanier2009/status/1569466176518123520,trepanier2009,Twitter for iPhone,"Tucson, AZ","A ver f**king ETH, Dónde está tu subida espectacular previo a tu desman? No que muy acá #ETHMerge #Ethereum #eth #NoSirvesParaNada qué hago con mis 30 Eth sin valor considerable… estoy perdiendo por tu culpa.",0,0,0,0
283,2022-09-12 23:00:33+00:00,https://twitter.com/RetrospectApps/status/1569460990143602689,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1724.78$ | -1.76%
🕖-score -10.198859647689835
📈Market View: 12.07 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1
284,2022-09-12 22:54:08+00:00,https://twitter.com/OlaideIshola9/status/1569459373659013126,OlaideIshola9,Twitter for Android,Nigeria,"Expecting some bullish price moves to around 1863.60 before we begin to see sells down to 1582.21 zones
#chart #TradingView #trading #tradingpics
#ETHMerge #Ethereum #ETH #EthereumMerge https://t.co/nP5hkXqJvY",2,0,0,2
285,2022-09-12 22:53:18+00:00,https://twitter.com/Ada28587778/status/1569459162282885122,Ada28587778,Twitter for Android,,@NFTKingForever Bullish #Zukuverse #EnterTheJungle #Zuku #ETH #NftCommunity @ZUKUVERSE https://t.co/RThtG7Zt7Y,3,0,0,0
286,2022-09-12 22:52:20+00:00,https://twitter.com/CannabisNFTMag/status/1569458922431598592,CannabisNFTMag,ContentStudio.io,,"Otherdeed NFT Unique Buyer Figures Plummet in Q3, Will the Bearish Trend Continue? https://t.co/z7sH6Y9DWT #eth #blockchain #crypto #cryptocurrency #nftart #cryptoart",0,0,0,0
287,2022-09-12 22:44:06+00:00,https://twitter.com/Trade4ddict/status/1569456848138543104,Trade4ddict,Twitter Web App,,"If $ETH closes under 1700 it looks bearish and we could see 1570 again

I also think $BTC will continue to outperform #ETH https://t.co/6QGKF8qb3a",2,0,0,1
288,2022-09-12 22:29:03+00:00,https://twitter.com/ABJwhalee/status/1569453062393307136,ABJwhalee,Twitter Web App,Mars,get ready for eth omega crash ;) #Ethereum #ETH #ETHMerge,0,0,0,1
289,2022-09-12 22:25:10+00:00,https://twitter.com/fortune_btc/status/1569452083186905089,fortune_btc,Twitter for iPhone,,"On Demand #ETH Merge Update:
Few things to keep in mind: Why the Merge can dump the #crypto market?  
1) This news reversed Ethereum from $1000 support
2) It created a bullish reason to BUY!  
3) Crypto Influencers pushed naive people to buy $ETH supporting the local uptrend.",1,0,0,3
290,2022-09-12 22:00:43+00:00,https://twitter.com/TA_CryptoTrades/status/1569445930642083841,TA_CryptoTrades,Twitter Web App,charts,"as long as #ETH holds this line heading towards CPI, im bullish. if it breaks i switch my narrative. if 1680 holds minutes before CPI announcement im longing with tight SL below if not and the line breaks i immediately reverse short. overall its not looking good. https://t.co/e4M9q2t3uj",1,0,1,0
291,2022-09-12 22:00:04+00:00,https://twitter.com/RetrospectApps/status/1569445768536408065,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1717.44$ | -1.58%
🕖-score -7.142286071710775
📈Market View: 14.82 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",1,0,0,1
292,2022-09-12 21:38:17+00:00,https://twitter.com/Ada28587778/status/1569440284379070464,Ada28587778,Twitter for Android,,@TAICHItaichiNFT Bullish 🚀#Zukuverse #EnterTheJungle #Zuku #ETH #NftCommunity @ZUKUVERSE https://t.co/Neth17SF91,3,0,0,2
293,2022-09-12 21:02:48+00:00,https://twitter.com/Washigorira/status/1569431356987293702,Washigorira,Twitter Web App,"Dubaï, Emirats Arabes Unis","#ETH Daily Update (Ichimoku)

Price didn't break through $1,770 level &amp; as expected, it revisited Kijun at $1,690. This level must hold or expect it to go lower in the Kumo. 

#Ethereum is now trying to hold $1,726's support. 

Potential Bullish Tenkan-Kijun Cross forming. https://t.co/I6iMbuwJP1",19,2,2,4
294,2022-09-12 21:00:03+00:00,https://twitter.com/RetrospectApps/status/1569430665074188288,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1724.78$ | -1.76%
🕖-score -13.0469260413586
📈Market View: 4.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0
