,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob
225,2023-02-28 20:26:49+00:00,https://twitter.com/TsormChaser/status/1630665849919905803,TsormChaser,Twitter Web App,,"As long as $BTC remains below $15m - 23,400, the bearish scenario continues, but there is also the fact that the red ($ 23254) below trend can bring us a pullback to 21500 Levels the indicator is working very well, it is constantly holding in the resistance zone it shows, 

#BTC https://t.co/b8uUyVbcwC",1,1,0,1,0.4748,"Sentiment(polarity=0.037500000000000006, subjectivity=0.2583333333333333)"
226,2023-02-28 20:25:53+00:00,https://twitter.com/erkancamli4/status/1630665612807512072,erkancamli4,Twitter Web App,,@AIPADTECH @elonmusk @kucoincom #ai #aipad #launchpad #bullish,1,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
227,2023-02-28 20:25:10+00:00,https://twitter.com/Phelixo7/status/1630665435052908588,Phelixo7,Twitter for Android,LA,"I'm so excited to be selected for Wavylist. Thank you @TheWavyNft, 

 in all you do, don't fade the wavy, #bullish https://t.co/7Gr91NsMJC",1,0,0,0,0.6361,"Sentiment(polarity=0.375, subjectivity=0.75)"
228,2023-02-28 20:24:07+00:00,https://twitter.com/Plan_DeFi/status/1630665171004694529,Plan_DeFi,Twitter Web App,"Toms River, NJ","$ETH - 4hr
#Ethereum broke out of trend with bullish pressure dots
#ETH #DeFi #web3 #Metaverse https://t.co/6yBQMoufrB",0,0,0,1,-0.6124,"Sentiment(polarity=0.0, subjectivity=0.0)"
229,2023-02-28 20:23:17+00:00,https://twitter.com/_Degenkid/status/1630664960823926812,_Degenkid,Twitter for Android,,"Mega bullish on @ultra_io, one of the hottest crypto gaming steals right now at these prices! Check out my video below 🚀🚀

#crypto #cryptocurrency #bitcoin #ethereum #bullish #blockchain #market #fintech #nft #youtube #youtuber #cryptoGaming #ultra #uos

https://t.co/DvEdg5v9Ha",3,0,0,1,-0.5562,"Sentiment(polarity=0.3571428571428571, subjectivity=0.5357142857142857)"
230,2023-02-28 20:22:23+00:00,https://twitter.com/erkancamli4/status/1630664735048736788,erkancamli4,Twitter Web App,,@AIPADTECH #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
231,2023-02-28 20:21:45+00:00,https://twitter.com/light_chaz/status/1630664572636897284,light_chaz,Twitter Web App,,@cryptobaddie1 @SuiPadxyz #SuiPadxyz #Bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
232,2023-02-28 20:21:37+00:00,https://twitter.com/andrewbertoluc1/status/1630664540458217477,andrewbertoluc1,Twitter Web App,,"@CheemsInu #Bullish 
#CheemsInu",5,3,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
233,2023-02-28 20:21:31+00:00,https://twitter.com/Bitcoinsultor/status/1630664517406580741,Bitcoinsultor,Twitter for iPhone,"San Diego, CA","#JackDorsey afirma que Twitter estaba ""preparado para implementar"" #Bitcoin   Lightning tips antes de que él dejara su cargo en la compañía 💱⛓💪🐦💬📲⚡️💵 #bitcoinsultor #BTC #HODL #bullish #elonmusk #cripto #criptoadopción https://t.co/9R7KKQIDqy",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
234,2023-02-28 20:21:05+00:00,https://twitter.com/MylesGinvest/status/1630664407905607689,MylesGinvest,Twitter Web App,"Miami, Florida","#bitcoin #btc likely scenario.

Currently bad inflation is driving the market down. I believe this was temporary due to holidays spiking up spending.

March could give us strong inflation data showing the continuation of the downtrend of inflation.  This will bring our bullish… https://t.co/V9vgp8JgEb",22,1,0,3,0.34,"Sentiment(polarity=-0.10944444444444441, subjectivity=0.6127777777777779)"
235,2023-02-28 20:20:43+00:00,https://twitter.com/erkancamli4/status/1630664314586537991,erkancamli4,Twitter Web App,,@AIPADTECH @BSCPad @gamezone_app @MetaVPad @ethpadofficial #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
236,2023-02-28 20:20:06+00:00,https://twitter.com/AbhipraGroup/status/1630664160412602368,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#CoalIndia $COALINDIA Weekly Chart
#SuperTrend suggests #Bearish trend
#Resistance level at 232.76
#SmoothedHeikenAshi suggests #Bullish trend
Relative Strength Index (#RSI) in Neutral zone
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/DZBiJ0uZQ1",0,0,0,0,0.4939,"Sentiment(polarity=0.0, subjectivity=0.25)"
237,2023-02-28 20:19:34+00:00,https://twitter.com/lrkcrypto/status/1630664023539589147,lrkcrypto,Twitter for Android,"Paris, France",@CryptoMillionYT Le #BTC est attiré pat le GAP CME et beaucoup trop de monde bullish mon niveau me permet pas de rentrer en long ou en short je sais pas ce qui va arriver. 🤓🎬🍿 https://t.co/AeUaahYW1n,0,0,1,0,-0.296,"Sentiment(polarity=-0.025, subjectivity=0.35)"
238,2023-02-28 20:18:15+00:00,https://twitter.com/realalexvieira/status/1630663694261559298,realalexvieira,Twitter Web App,Portugal,"The Great President Biden warned you to squeeze bearish American pigs, perfect uptrend since open bell on Wall Street scam downgrades $AMZN $TSLA $SPY $QQQ $NVDA $AMC #trading #biden #AI #bitcoin #robots #amazon #stocks $APE  $GME $BBBY $ARNC $GS https://t.co/M8pZoo3aVY https://t.co/5XFaTYtrD0",2,1,0,0,0.5719,"Sentiment(polarity=0.45, subjectivity=0.5625)"
239,2023-02-28 20:18:07+00:00,https://twitter.com/CoachGrey1/status/1630663660262531087,CoachGrey1,IFTTT,New York New York ,"#Bitcoin needs to break above $23,700 to flip back Bullish! https://t.co/4WgjPvh6hz",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.05)"
240,2023-02-28 20:17:37+00:00,https://twitter.com/abba59436819/status/1630663534219517953,abba59436819,Twitter Web App,,#ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
241,2023-02-28 20:17:22+00:00,https://twitter.com/bnearnb1/status/1630663471426576399,bnearnb1,Twitter for iPhone,"Astoria, Queens",My Take On The #markets Today And Why I’m Still #bullish due to weaker than expected #economic data coming in which is good news in terms of lower #inflationary pressure additionally i came across a chart showing how strong the #technicals of this #market are https://t.co/te7pqveomb,0,0,0,0,-0.0258,"Sentiment(polarity=0.22166666666666662, subjectivity=0.4616666666666667)"
242,2023-02-28 20:15:37+00:00,https://twitter.com/AMeliante75/status/1630663032341667868,AMeliante75,Twitter Web App,Brasil - Rio de Janeiro - RJ,"This project promises to be the best release of the year 2023!!
#AIPAD initial market cap $76K

@AIPADTECH 
#AipadTweet #ai #aipad #launchpad #bullish",1,2,0,0,0.8118,"Sentiment(polarity=0.5, subjectivity=0.15)"
243,2023-02-28 20:15:08+00:00,https://twitter.com/crymonk/status/1630662908773277705,crymonk,Twitter Web App,,"Introducing @NeoCortexAI:the platform that combines AI &amp; blockchain to unleash innovation. With a userfriendly interface and experienced team,its a onestop gateway to the latest advancements.

#NeoCortexAIretweet #ai #fet #launchpad #bullish #artificialintelligence #agix #chatgpt",1,0,0,0,0.3818,"Sentiment(polarity=0.65, subjectivity=0.9)"
244,2023-02-28 20:13:31+00:00,https://twitter.com/0xkamsan/status/1630662504320991232,0xkamsan,Twitter for Android,,@_InteractWith @TheDaoMaker #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
245,2023-02-28 20:12:14+00:00,https://twitter.com/IchimokuBot/status/1630662179589333001,IchimokuBot,Ichimoku Bot,Omnipresent,"4h Close - Bearish Coins 🧸
$PERP $LPT $FIL $AUDIO $ANKR 
⬇ Price Below Kumo
🔀 Bearish TK Cross
🟥 Bearish Kumo
⬇ Chikou Below PA
#Binance $USDT #Crypto",1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
246,2023-02-28 20:11:38+00:00,https://twitter.com/Crypto_Cobra_/status/1630662027122446336,Crypto_Cobra_,Twitter for Android,,"#MATICUSDT New Set-up 

~Must use 2 entry points 
~Targets &amp; stop-loss as mentioned ✍🏻

🔥For more signals
⤵️🔗
👉 https://t.co/EEdFyD8M4B

#BTC #Binance #Coinbase #KuCoin #bybit #crypto #bullish #FOMC #cryptomarket #pump #cryptocurrencies #FETUSDT #GRTUSDT #FXSUSDT #OCEANUSDT https://t.co/vbQTtbxfZH",0,0,0,1,0.4939,"Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)"
247,2023-02-28 20:10:56+00:00,https://twitter.com/Raishiz1/status/1630661851435663360,Raishiz1,Raishiz News,London,Crypto News: Ethereum testnet successfully forks in Shanghai upgrade rehearsal ; https://t.co/jkkublalAd ----- #BTC #Bitcoin #ETH #Cryptocurrency #cryptoupdate #Crash #Bullish #Bearish #Ethereum #Binance #BNB,0,0,0,0,0.128,"Sentiment(polarity=0.75, subjectivity=0.95)"
248,2023-02-28 20:10:51+00:00,https://twitter.com/BlackTieReport/status/1630661832800083980,BlackTieReport,Twitter for iPhone,,"#NASDAQ 4H chart looks ready for a bearish retest and #Bitcoin's daily chart is just bearish to me.

#BTC #Crypto #Cryptomarket #Cryptocurrency #CryptoNews https://t.co/krKJ38W46y",12,0,0,0,0.3612,"Sentiment(polarity=0.1, subjectivity=0.25)"
249,2023-02-28 20:10:23+00:00,https://twitter.com/Dizer_YM/status/1630661712763297798,Dizer_YM,Twitter Web App,"Texas, USA","Visa is continuing to partner with crypto companies to improve fiat on and off ramps.

#Bullish",13,0,0,2,0.4404,"Sentiment(polarity=0.0, subjectivity=0.0)"
250,2023-02-28 20:10:00+00:00,https://twitter.com/mdhivron/status/1630661618223783936,mdhivron,Twitter Web App,,@NeoCortexAI #NeoCortexAIretweet #ai #fet #launchpad #bullish #artificialintelligence #agix #chatgpt   @NeoCortexAI   very nica amazing AI,1,0,0,0,0.6222,"Sentiment(polarity=0.4, subjectivity=0.6)"
251,2023-02-28 20:09:30+00:00,https://twitter.com/mansour88662/status/1630661490377105414,mansour88662,Twitter Web App,,@AIPADTECH #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
252,2023-02-28 20:08:54+00:00,https://twitter.com/AMeliante75/status/1630661340606898181,AMeliante75,Twitter Web App,Brasil - Rio de Janeiro - RJ,"AIPAD Is a big Project and don't miss the big IDO!
@AIPADTECH 
#AipadTweet #ai #aipad #launchpad #bullish https://t.co/87SXWPmQ1L",1,0,0,0,0.1867,"Sentiment(polarity=0.0, subjectivity=0.1)"
253,2023-02-28 20:08:41+00:00,https://twitter.com/CashMiyamoto/status/1630661286961750020,CashMiyamoto,Twitter Web App,,There were also a couple LTF #ETH SMT divergences that helped with bearish bias since we were at higher TF interest levels https://t.co/zLnu34kh55,0,0,0,0,0.3818,"Sentiment(polarity=0.25, subjectivity=0.5)"
254,2023-02-28 20:07:54+00:00,https://twitter.com/akamzarei1/status/1630661087858139166,akamzarei1,Twitter Web App,,@AIPADTECH @BlueZillaVc @MetaVPad @ethpadofficial @gamezone_app #ai #aipad #launchpad #bullish,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
255,2023-02-28 20:07:26+00:00,https://twitter.com/AbhipraGroup/status/1630660970686345216,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#MarutiSuzukiIndia $MARUTI 5 Minute Chart
#SuperTrend suggests #Bullish trend
#Support level at 8606.36
#SmoothedHeikenAshi suggests #Bearish trend
Relative Strength Index (#RSI) in Neutral zone
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/Rt0ScqQ6OR",0,0,0,0,0.7096,"Sentiment(polarity=0.0, subjectivity=0.25)"
256,2023-02-28 20:06:10+00:00,https://twitter.com/CryptoCrashCom/status/1630660653944807449,CryptoCrashCom,CC CryptoMood,,"#CryptoMood: During the last 60 minutes, 26.4 % of our users were #bullish in the short term, 73.6 % were bearish. Give us your vote too: https://t.co/oStPh3mxxw",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.18333333333333332)"
257,2023-02-28 20:04:05+00:00,https://twitter.com/SpiritSigma/status/1630660126804680721,SpiritSigma,Twitter Web App,Yes,"@SolamiMamis bullish on @MallardOrder for inscribing some ducks onto #BTC #Satoshi units . Always willing to adapt, and they are incredibly organized too, really nice project. You need yourself some Cardano NFTs mamis. also staking on cardano is self custody and liquid... auto compounding.... https://t.co/eQEdZ4XE29",1,0,0,0,0.4754,"Sentiment(polarity=0.5833333333333334, subjectivity=0.8833333333333333)"
258,2023-02-28 20:03:39+00:00,https://twitter.com/ZyTrades/status/1630660019631923200,ZyTrades,Twitter Web App,Outside the Matrix ,"#ETH Quick Take:

🟢 ETH has been consolidating in a bullish ascending triangle for nearly 9 months, with a clear pattern of higher lows over time indicating that buyers have been in control https://t.co/pNmDfY7JBk",6,0,0,2,0.2023,"Sentiment(polarity=0.19583333333333333, subjectivity=0.4458333333333333)"
259,2023-02-28 20:03:16+00:00,https://twitter.com/p1111j/status/1630659921099341825,p1111j,Twitter for Android,Warwick ,"@wagmisaurus @RealFlokiInu Based marketing by the #Floki team

Unreal project with a #bullish year coming

https://t.co/AtKY9q1vx8 - https://t.co/ujsKjk5djo - https://t.co/12tRFnH9Ae - @FlokiFi https://t.co/3LcIHnmt91",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
260,2023-02-28 20:02:59+00:00,https://twitter.com/akamzarei1/status/1630659850421018642,akamzarei1,Twitter Web App,,@AIPADTECH @elonmusk @kucoincom #ai #aipad #launchpad #bullish,1,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
261,2023-02-28 20:01:56+00:00,https://twitter.com/AbhipraGroup/status/1630659585391628288,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#AsianPaints $ASIANPAINT Hourly Chart
#SuperTrend suggests #Bullish trend
#Support level at 2802.61
#SmoothedHeikenAshi suggests #Bearish trend
Relative Strength Index (#RSI) in #Overbought zone
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/e1vYbIowZw",0,0,0,0,0.7096,"Sentiment(polarity=0.0, subjectivity=0.25)"
262,2023-02-28 20:01:41+00:00,https://twitter.com/buidlbee/status/1630659524561346561,buidlbee,Buffer,40.000 active community!,"@Bitcoin The 7-day moving average SOPR indicator by @glassnode shows a #bearmarket reversal for #Bitcoin. It flipped #bullish last month when $BTC hit $20,800, then hit a pivotal support level at $21,800. #Bitcoinprice also moved above avg buying levels of short and long-term #hodlers. 🔥 https://t.co/AkDN0OLAro",1,0,0,2,0.0772,"Sentiment(polarity=0.06999999999999999, subjectivity=0.33333333333333337)"
263,2023-02-28 20:01:12+00:00,https://twitter.com/Hrishabh__8/status/1630659401802743808,Hrishabh__8,Twitter for Android,MUMBAI,"@kinglacrypto Because Fed is Printing more Money and Raising Interest rates that's Cause Crash to U.S MARKET and Will Affect commodites like Gold, SILVER AND #Bitcoin",3,0,0,18,0.4215,"Sentiment(polarity=0.5, subjectivity=0.5)"
264,2023-02-28 20:00:16+00:00,https://twitter.com/SebastianDuen13/status/1630659169861640212,SebastianDuen13,Twitter Web App,,"Gold's long-term outlook remains bullish with positive 12-month moving average cross-over. Target: 2,000 with potential for higher prices after 2-3 year consolidation. #Gold #Investment #Bullish #MarketOutlook https://t.co/mvbhais19d",0,0,0,0,0.5574,"Sentiment(polarity=0.08181818181818182, subjectivity=0.6113636363636363)"
265,2023-02-28 20:00:06+00:00,https://twitter.com/WillianToloi/status/1630659124852563985,WillianToloi,Twitter Web App,Brasil,"Were you aware of this partnership? This partnership promises many benefits for the growth of both 🚀

#AipadTweet #ai #aipad #launchpad #bullish 
@AIPADTECH https://t.co/HQ9GHlw6CX",0,0,0,0,0.7783,"Sentiment(polarity=0.375, subjectivity=0.375)"
266,2023-02-28 20:00:02+00:00,https://twitter.com/Angelnvestments/status/1630659109379776534,Angelnvestments,Twitter Web App,,"Exciting times for #Bitcoin ahead! With the upcoming Halving event, it's interesting to note that historically, BTC has broken out of its macro downtrend around 366-396 days before the Halving. Could we be in for another bullish run soon? Only time will tell! #BTC #crypto",1,0,0,1,0.5242,"Sentiment(polarity=0.095, subjectivity=0.54)"
267,2023-02-28 20:00:00+00:00,https://twitter.com/mansour88662/status/1630659100521406501,mansour88662,Twitter Web App,,#ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
268,2023-02-28 19:59:34+00:00,https://twitter.com/akamzarei1/status/1630658989867368448,akamzarei1,Twitter Web App,,@AIPADTECH #ai #aipad #launchpad #bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
269,2023-02-28 19:59:28+00:00,https://twitter.com/partizan_70/status/1630658968467939330,partizan_70,Twitter Web App,,@AIPADTECH #ai #aipad #launchpad #bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
270,2023-02-28 19:59:15+00:00,https://twitter.com/Amoopresso/status/1630658912721436672,Amoopresso,Twitter Web App,,@rovercrc #Bitcoin will still #Bearish 🐻,7,0,0,3,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
271,2023-02-28 19:58:40+00:00,https://twitter.com/akamzarei1/status/1630658763421040640,akamzarei1,Twitter Web App,,@AIPADTECH @BSCPad @gamezone_app @MetaVPad @ethpadofficial #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
272,2023-02-28 19:58:21+00:00,https://twitter.com/Cryptobencho/status/1630658683683368960,Cryptobencho,Twitter for Android,"Mumbai, India","#Btc 3D Macd not looking good . We are on support but losing strength. We are not bouncing much after touching the trendline support as we did earlier. If #btc goes above 25,250$ i will Short it as we have bearish div and a Rising wedge pattern formed too #Capo #Cryptocurency https://t.co/PYKszZpivt",1,0,0,2,0.6805,"Sentiment(polarity=0.2333333333333333, subjectivity=0.3666666666666667)"
273,2023-02-28 19:57:21+00:00,https://twitter.com/akamzarei1/status/1630658432121315336,akamzarei1,Twitter Web App,,@kucoincom @AIPADTECH #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
274,2023-02-28 19:56:23+00:00,https://twitter.com/akamzarei1/status/1630658192169377797,akamzarei1,Twitter Web App,,@AIPADTECH @kucoincom #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
275,2023-02-28 19:56:23+00:00,https://twitter.com/Wolf_Capital_/status/1630658191309545492,Wolf_Capital_,Twitter for iPhone,BSC,"#update 

We have decided to lower the minimum deposit to 10 USDC.  We wanted to do our part to help the investors continue to push the 50/50 reinvestment strategy! We want everyone to participate! 

#340kTVL #Bullish #BullRun #DeFi",6,2,1,1,0.3365,"Sentiment(polarity=0.0, subjectivity=0.0)"
276,2023-02-28 19:56:17+00:00,https://twitter.com/p1111j/status/1630658163534864400,p1111j,Twitter for Android,Warwick ,@MrDiamondhandz1 @RealFlokiInu #Floki is #bullish https://t.co/Zf5stxxuXh,5,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
277,2023-02-28 19:54:46+00:00,https://twitter.com/WillianToloi/status/1630657785011511300,WillianToloi,Twitter Web App,Brasil,#ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
278,2023-02-28 19:53:56+00:00,https://twitter.com/WillianToloi/status/1630657573186682881,WillianToloi,Twitter Web App,Brasil,@AIPADTECH @BlueZillaVc @MetaVPad @ethpadofficial @gamezone_app #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
279,2023-02-28 19:53:34+00:00,https://twitter.com/lifeofmirzet/status/1630657480928665623,lifeofmirzet,Twitter Web App,,"Ethereum Shanghai Upgrade Soon
Will ETH dump or go up?

Here are the $ETH Liquidity Staking (LSD or LST) Tokens to keep an eye on

$LDO $RPL $FXS $ANKR $YFI $SSV $FIS $CHESS $PSTAKE $SWISE $SD $JPEG $GEAR $BNC #Ethereum #Cryptocurency #crypto

Which ones are you bullish on? https://t.co/iyAbnZFxyO",13,5,0,4,-0.4515,"Sentiment(polarity=0.0, subjectivity=0.0)"
280,2023-02-28 19:53:20+00:00,https://twitter.com/WillianToloi/status/1630657423168905217,WillianToloi,Twitter Web App,Brasil,@AIPADTECH @elonmusk @kucoincom #ai #aipad #launchpad #bullish,1,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
281,2023-02-28 19:53:16+00:00,https://twitter.com/Adi52893431/status/1630657408480452613,Adi52893431,Twitter Web App,,@AIPADTECH @BlueZillaVc @MetaVPad @ethpadofficial @gamezone_app #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
282,2023-02-28 19:52:52+00:00,https://twitter.com/crymonk/status/1630657306206543898,crymonk,Twitter Web App,,"Get ready for the ride of your life with NeoCortexAI. Explore the wonders of AI and blockchain synergy and unleash the power of innovation.

@neocortexai #neocortexai #launchpad #bullish #artificialintelligence #chatgpt",0,0,0,1,0.6249,"Sentiment(polarity=0.2, subjectivity=0.5)"
283,2023-02-28 19:51:09+00:00,https://twitter.com/BritishHodl/status/1630656873513852929,BritishHodl,Twitter Web App,,"While I'm Bullish As Fuck on this... I also don't think he's going to ""make them"" anything. Shitcoins ARE securities and are currently trading illegally. SEC is just commencing enforcement of already applicable rules.

#Bitcoin",8,0,0,2,-0.3182,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.5333333333333333)"
284,2023-02-28 19:50:17+00:00,https://twitter.com/AMeliante75/status/1630656657557430282,AMeliante75,Twitter Web App,Brasil - Rio de Janeiro - RJ,#ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
285,2023-02-28 19:49:33+00:00,https://twitter.com/CryptoRedivex/status/1630656469405245442,CryptoRedivex,dlvr.it,,Bullish Crypto March Outlook? w/ Gareth Soloway https://t.co/FEbp0qgOsB #bitcoin #cryptocurrency #altcoin,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
286,2023-02-28 19:48:22+00:00,https://twitter.com/rovercrc/status/1630656172192669696,rovercrc,Twitter Web App,Bitcoin 🤩🌙,"#Bitcoin needs to break above $23,700 to flip back Bullish! https://t.co/o1YDYVV3U3",706,87,3,181,0.0,"Sentiment(polarity=0.0, subjectivity=0.05)"
287,2023-02-28 19:48:01+00:00,https://twitter.com/AMeliante75/status/1630656083432710144,AMeliante75,Twitter Web App,Brasil - Rio de Janeiro - RJ,@AIPADTECH #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
288,2023-02-28 19:46:53+00:00,https://twitter.com/nftsofiawhite/status/1630655798941458442,nftsofiawhite,Twitter for iPhone,,"I’m hungry for #bullish gems 🥹

Got any?",38,1,1,43,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
289,2023-02-28 19:46:32+00:00,https://twitter.com/Artsy_Trader/status/1630655712803037193,Artsy_Trader,Twitter for iPhone,Not financial advice,"I have never been more #Bullish . I actually kind of crushed it during 2022 and have been grinding every single day since then, constantly developing, improving, testing, creating, learning, and growing. Not a single day off! I am still waiting for the #capitulation tho…",1,0,0,0,0.4402,"Sentiment(polarity=0.16220238095238096, subjectivity=0.376984126984127)"
290,2023-02-28 19:45:24+00:00,https://twitter.com/AbhipraGroup/status/1630655428232355840,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#Infosys $INFY Weekly Chart
#SuperTrend suggests #Bullish trend
#Support level at 1485.34
#SmoothedHeikenAshi suggests #Bearish trend
Relative Strength Index (#RSI) in Neutral zone
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/VXXKSxdG8a",0,0,0,0,0.7096,"Sentiment(polarity=0.0, subjectivity=0.25)"
291,2023-02-28 19:43:44+00:00,https://twitter.com/Sarwar_007/status/1630655005333004289,Sarwar_007,Twitter for Android,"Islamabad, Pakistan","🖼 NFT weekly trading volume on Ethereum rises to highest level since May 
#BTC #NFTs #NFTGiveaways #Bullish #Cryptocurency #ftx https://t.co/tpoPQGUn8V",4,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
292,2023-02-28 19:42:47+00:00,https://twitter.com/criptomike94/status/1630654766911987724,criptomike94,Twitter Web App,,@AIPADTECH @BlueZillaVc @MetaVPad @ethpadofficial @gamezone_app #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
293,2023-02-28 19:42:13+00:00,https://twitter.com/MichaelFleege/status/1630654627392659456,MichaelFleege,Twitter for iPhone,"Montana, USA","This is so #bullish for $SOL it’s not even funny 🚀 🌝 👀 

https://t.co/ZGU2ZBzBn7",0,0,0,0,-0.3412,"Sentiment(polarity=0.25, subjectivity=1.0)"
294,2023-02-28 19:41:31+00:00,https://twitter.com/Crypto_Cobra_/status/1630654447520210945,Crypto_Cobra_,Twitter for Android,,"~Monthly close in next 4hours 30mins

~Choppy market moves in next few hours be careful on leverage positions

🔥For more signals
⤵️🔗
👉 https://t.co/EEdFyD8M4B

#BTC #Binance #Coinbase #KuCoin #bybit #crypto #bullish #FOMC #cryptomarket #pump #cryptocurrencies #FETUSDT #GRTUSDT https://t.co/fFcWVszkOO",2,0,0,0,0.1531,"Sentiment(polarity=0.0, subjectivity=0.3)"
295,2023-02-28 19:41:27+00:00,https://twitter.com/crypto_news13/status/1630654432731095040,crypto_news13,Twitter for Android,,"~Monthly close in next 4hours 30mins

~Choppy market moves in next few hours be careful on leverage positions

🔥For more signals
⤵️🔗
👉 https://t.co/9PqGWBRBnY

#BTC #Binance #Coinbase #KuCoin #bybit #crypto #bullish #FOMC #cryptomarket #pump #cryptocurrencies #FETUSDT #GRTUSDT https://t.co/I77p9pNgb1",1,0,0,0,0.1531,"Sentiment(polarity=0.0, subjectivity=0.3)"
296,2023-02-28 19:39:53+00:00,https://twitter.com/AbhipraGroup/status/1630654039791640583,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#OptionChain - #NESTLEIND
#Stock #Bearish
#PCR :0.44
Max #CA buildup at 20000,windup at 19000 #PE buildup at 17500 windup at 15500
High #OI CA at 20000,19000,21000 PE at 18000,17500,19000
Open account at https://t.co/giz54B8Som and start #investing in #StockMarket https://t.co/BCLtlvv2Ve",0,0,0,0,0.0,"Sentiment(polarity=0.08, subjectivity=0.52)"
297,2023-02-28 19:38:04+00:00,https://twitter.com/CryptoTunechi/status/1630653581165576195,CryptoTunechi,Twitter for Android,Earth,"#BULLISH 

Yall keep on counting $DRIP out",2,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
298,2023-02-28 19:36:06+00:00,https://twitter.com/machinfographic/status/1630653084216205312,machinfographic,Twitter Web App,Cryptoverse,"(3) 
$BTC #Bitcoin #BTC 
Typical rounding off pattern. Remove bull market support band and this chart looks bearish as hell. Typical double top pattern. https://t.co/nYFxIiOGbP",0,0,0,2,-0.2732,"Sentiment(polarity=0.04166666666666667, subjectivity=0.375)"
