,Unnamed: 0,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,compoundRoBERTa
331,331,2022-09-12 15:00:14+00:00,https://twitter.com/RetrospectApps/status/1569340113561190403,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1735.81$ | -1.51% -score -9.788608861958195 market view: 11.14  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6032899
306,306,2022-09-12 19:00:14+00:00,https://twitter.com/RetrospectApps/status/1569400512109285377,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1730.96$ | -1.99% -score -13.091038482786454 market view: 2.86  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.60309976
299,299,2022-09-12 20:00:14+00:00,https://twitter.com/RetrospectApps/status/1569415612195037185,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1727.3$ | -2.08% -score -11.680251966121071 market view: 6.54  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61775637
375,375,2022-09-12 05:00:04+00:00,https://twitter.com/RetrospectApps/status/1569189077194342400,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1726.27$ | -1.96% -score -6.0224363903598235 market view: 2.67  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,3,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5879764
338,338,2022-09-12 14:00:04+00:00,https://twitter.com/RetrospectApps/status/1569324969649180672,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1752.89$ | -0.83% -score -13.368897959183673 market view: 11.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.60244423
316,316,2022-09-12 17:00:08+00:00,https://twitter.com/RetrospectApps/status/1569370284985049089,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1715.98$ | -3.14% -score -9.785921035953292 market view: 13.18  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.59055763
323,323,2022-09-12 16:00:11+00:00,https://twitter.com/RetrospectApps/status/1569355199268921344,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1714.5$ | -3.18% -score -12.84309946236559 market view: 7.44  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.59573364
367,367,2022-09-12 08:00:04+00:00,https://twitter.com/RetrospectApps/status/1569234374997983232,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1752.92$ | -0.37% -score -14.392171225937183 market view: 9.52  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6074728
371,371,2022-09-12 07:00:04+00:00,https://twitter.com/RetrospectApps/status/1569219276363513856,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1734.17$ | -0.97% -score -13.346235606804617 market view: 12.39  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61205566
279,279,2022-09-13 00:00:10+00:00,https://twitter.com/RetrospectApps/status/1569475991176634368,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1712.79$ | -2.72% -score -10.67734504979496 market view: 7.67  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61343104
344,344,2022-09-12 13:00:41+00:00,https://twitter.com/RetrospectApps/status/1569310027382509568,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1747.68$ | -1.44% -score -14.574014992503749 market view: 10.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6113584
291,291,2022-09-12 22:00:04+00:00,https://twitter.com/RetrospectApps/status/1569445768536408065,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1717.44$ | -1.58% -score -7.142286071710775 market view: 14.82  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,1,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.59016037
347,347,2022-09-12 12:00:03+00:00,https://twitter.com/RetrospectApps/status/1569294770031284226,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1752.2$ | -0.9% -score -14.574014992503749 market view: 10.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6232058
802,802,2022-09-08 10:00:03+00:00,https://twitter.com/RetrospectApps/status/1567815016736227328,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1616.51$ | 6.27% -score -3.8165000000000013 market view: 17.38  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5899901
354,354,2022-09-12 11:00:11+00:00,https://twitter.com/RetrospectApps/status/1569279700303765504,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1746.5$ | -1.02% -score -5.526017268445841 market view: 28.1  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.57821506
358,358,2022-09-12 10:00:03+00:00,https://twitter.com/RetrospectApps/status/1569264567573794817,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1751.82$ | -0.5% -score -3.173711191335739 market view: 7.5  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61296314
809,809,2022-09-08 09:00:04+00:00,https://twitter.com/RetrospectApps/status/1567799921117462528,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1623.34$ | 6.68% -score -4.9688412698412705 market view: 14.89  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6017633
361,361,2022-09-12 09:00:11+00:00,https://twitter.com/RetrospectApps/status/1569249502162190339,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1755.36$ | -0.64% -score -1.759201465201465 market view: 10.86  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.65535545
283,283,2022-09-12 23:00:33+00:00,https://twitter.com/RetrospectApps/status/1569460990143602689,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1724.78$ | -1.76% -score -10.198859647689835 market view: 12.07  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6206475
372,372,2022-09-12 06:00:05+00:00,https://twitter.com/RetrospectApps/status/1569204180312621062,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1729.73$ | -1.97% -score -2.7388245614035087 market view: 7.77  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5980657
458,458,2022-09-11 08:00:03+00:00,https://twitter.com/RetrospectApps/status/1568871982153830402,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1760.59$ | 2.87% -score -0.8534532534320292 market view: 10.07  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6058815
381,381,2022-09-12 03:00:06+00:00,https://twitter.com/RetrospectApps/status/1569158887361634304,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1737.97$ | -1.41% -score -13.828379129642288 market view: 10.94  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6001021
539,539,2022-09-10 11:00:21+00:00,https://twitter.com/RetrospectApps/status/1568554969715953666,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1723.61$ | 0.86% -score -6.284876623376624 market view: 3.17  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.62107944
558,558,2022-09-10 04:00:34+00:00,https://twitter.com/RetrospectApps/status/1568449326719926273,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1728.64$ | 5.88% -score -3.98964872866597 market view: 7.11  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,1,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6512566
556,556,2022-09-10 05:00:04+00:00,https://twitter.com/RetrospectApps/status/1568464300125167616,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1732.16$ | 2.11% -score 8.018203389830505 market view: 31.1  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5874145
552,552,2022-09-10 07:00:03+00:00,https://twitter.com/RetrospectApps/status/1568494493757837314,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1733.66$ | 1.29% -score -4.9477736747254255 market view: 5.47  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6349414
551,551,2022-09-10 08:00:05+00:00,https://twitter.com/RetrospectApps/status/1568509601250775043,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1711.46$ | 0.38% -score 1.4500878701050617 market view: 18.83  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6142266
547,547,2022-09-10 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1568524694336184320,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1718.18$ | 0.51% -score -2.1560910973084884 market view: 11.76  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6039765
544,544,2022-09-10 10:00:04+00:00,https://twitter.com/RetrospectApps/status/1568539797257392132,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1721.13$ | 1.61% -score -1.1080380184331808 market view: 13.81  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6225514
536,536,2022-09-10 12:00:09+00:00,https://twitter.com/RetrospectApps/status/1568570017507311620,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1726.1$ | 1.58% -score 0.06867716535433033 market view: 15.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.63351464
387,387,2022-09-12 02:00:03+00:00,https://twitter.com/RetrospectApps/status/1569143774827237377,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1774.6$ | 0.37% -score -3.190896551724138 market view: 7.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6097122
662,662,2022-09-09 01:00:12+00:00,https://twitter.com/RetrospectApps/status/1568041548780118016,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1640.69$ | 1.01% -score -34.434 market view: 10.5  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.59796315
531,531,2022-09-10 13:00:04+00:00,https://twitter.com/RetrospectApps/status/1568585094318653442,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1725.5$ | -0.24% -score -3.766034632034632 market view: 5.71  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.62229294
529,529,2022-09-10 14:00:03+00:00,https://twitter.com/RetrospectApps/status/1568600191414013952,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1717.27$ | -0.01% -score -5.297690476190477 market view: 2.42  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,1,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.62237394
525,525,2022-09-10 15:00:07+00:00,https://twitter.com/RetrospectApps/status/1568615307446571011,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1718.65$ | -0.42% -score 0.4621471861471882 market view: 13.79  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6332949
522,522,2022-09-10 16:00:04+00:00,https://twitter.com/RetrospectApps/status/1568630392902516738,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1717.15$ | -0.05% -score 2.121757277890307 market view: 17.55  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61452526
668,668,2022-09-09 00:00:04+00:00,https://twitter.com/RetrospectApps/status/1568026414145851394,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1635.53$ | 0.35% -score -7.027393939393939 market view: 5.12  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6301351
563,563,2022-09-10 03:00:04+00:00,https://twitter.com/RetrospectApps/status/1568434100385599490,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1734.68$ | 5.71% -score -4.6137737556561085 market view: 6.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.63579863
650,650,2022-09-09 05:00:06+00:00,https://twitter.com/RetrospectApps/status/1568101918781706246,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1698.51$ | 3.37% -score -8.750357688113413 market view: 5.44  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,3,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6416502
649,649,2022-09-09 06:00:03+00:00,https://twitter.com/RetrospectApps/status/1568117005940563972,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1706.43$ | 4.39% -score -6.3668025477707015 market view: 9.6  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6281052
566,566,2022-09-10 02:00:03+00:00,https://twitter.com/RetrospectApps/status/1568418999393820676,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1722.48$ | 5.41% -score -6.808444444444445 market view: 3.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61795664
571,571,2022-09-10 00:00:06+00:00,https://twitter.com/RetrospectApps/status/1568388810752286720,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1719.03$ | 5.13% -score -2.9937469771607708 market view: 9.89  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6183424
644,644,2022-09-09 08:00:04+00:00,https://twitter.com/RetrospectApps/status/1568147210419818496,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1704.86$ | 5.74% -score -9.800417910447761 market view: 4.0  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.62611073
581,581,2022-09-09 22:00:16+00:00,https://twitter.com/RetrospectApps/status/1568358653903650816,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1718.34$ | 4.83% -score -6.655215616681456 market view: 0.8  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5917595
583,583,2022-09-09 21:00:03+00:00,https://twitter.com/RetrospectApps/status/1568343501221363718,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1723.97$ | 4.9% -score -4.909429744476258 market view: 4.5  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.64693385
636,636,2022-09-09 10:00:03+00:00,https://twitter.com/RetrospectApps/status/1568177407319834624,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1693.93$ | 4.6% -score -7.125334776334778 market view: 5.18  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.64757144
635,635,2022-09-09 11:00:04+00:00,https://twitter.com/RetrospectApps/status/1568192508647149569,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1708.85$ | 4.59% -score -8.845696344892223 market view: 0.45  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.56066173
595,595,2022-09-09 19:00:05+00:00,https://twitter.com/RetrospectApps/status/1568313310826889217,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1707.18$ | 4.57% -score -4.113297353220106 market view: 7.29  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.63468385
629,629,2022-09-09 12:00:10+00:00,https://twitter.com/RetrospectApps/status/1568207633357602816,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1699.57$ | 3.83% -score -6.324533186425173 market view: 6.83  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.64156437
598,598,2022-09-09 18:00:03+00:00,https://twitter.com/RetrospectApps/status/1568298202855608322,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1706.14$ | 4.69% -score -2.1808854738727703 market view: 10.65  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.60947037
627,627,2022-09-09 13:00:06+00:00,https://twitter.com/RetrospectApps/status/1568222715844124673,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1728.18$ | 6.77% -score 3.9235937567743324 market view: 26.53  24h: somewhat bearish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",-0.09518312
604,604,2022-09-09 17:00:03+00:00,https://twitter.com/RetrospectApps/status/1568283104045068288,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1711.56$ | 5.02% -score -3.2077557683433326 market view: 9.66  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61175364
623,623,2022-09-09 14:00:24+00:00,https://twitter.com/RetrospectApps/status/1568237893419769858,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1717.41$ | 4.98% -score -1.8037270615563301 market view: 13.08  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5878202
610,610,2022-09-09 16:00:07+00:00,https://twitter.com/RetrospectApps/status/1568268020702941185,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1728.64$ | 5.88% -score 1.5475853658536582 market view: 19.25  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6510677
516,516,2022-09-10 17:00:03+00:00,https://twitter.com/RetrospectApps/status/1568645489251291136,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1720.3$ | 0.47% -score -2.356181113460183 market view: 7.77  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61519796
514,514,2022-09-10 18:00:04+00:00,https://twitter.com/RetrospectApps/status/1568660594781216768,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1721.64$ | 0.91% -score -1.5606600790513827 market view: 9.86  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6225828
671,671,2022-09-08 23:00:03+00:00,https://twitter.com/RetrospectApps/status/1568011312520634370,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1632.17$ | -0.3% -score -9.214396003187641 market view: 4.23  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6317765
451,451,2022-09-11 11:00:03+00:00,https://twitter.com/RetrospectApps/status/1568917281677217797,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1762.93$ | 2.13% -score 4.880780707453631 market view: 23.86  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.67008716
389,389,2022-09-12 01:00:35+00:00,https://twitter.com/RetrospectApps/status/1569128806987841537,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1740.05$ | -0.66% -score -42.43451948051948 market view: 10.34  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.60105056
391,391,2022-09-12 00:00:04+00:00,https://twitter.com/RetrospectApps/status/1569113577750937601,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1760.71$ | -1.03% -score -15.385292172739542 market view: 6.89  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.61603284
393,393,2022-09-11 23:00:10+00:00,https://twitter.com/RetrospectApps/status/1569098505632813057,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1749.33$ | -1.59% -score -15.760870860927152 market view: 7.1  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6045177
395,395,2022-09-11 22:00:03+00:00,https://twitter.com/RetrospectApps/status/1569083375926870017,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1740.05$ | -0.66% -score -14.482127136021873 market view: 9.82  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.59031534
415,415,2022-09-11 19:00:11+00:00,https://twitter.com/RetrospectApps/status/1569038110876393472,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1767.68$ | 1.68% -score -3.2862466539196937 market view: 6.75  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6571017
423,423,2022-09-11 17:00:12+00:00,https://twitter.com/RetrospectApps/status/1569007915939385346,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1772.94$ | 3.1% -score 5.234747898217689 market view: 23.86  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6418242
729,729,2022-09-08 12:00:21+00:00,https://twitter.com/RetrospectApps/status/1567845293982359553,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1635.57$ | 8.04% -score -8.886144082332763 market view: 5.86  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6409265
427,427,2022-09-11 16:00:06+00:00,https://twitter.com/RetrospectApps/status/1568992792537440256,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1771.97$ | 3.31% -score -5.716573522413629 market view: 0.5  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.58487964
725,725,2022-09-08 13:00:15+00:00,https://twitter.com/RetrospectApps/status/1567860368331898881,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1619.07$ | 6.8% -score -11.272681102362204 market view: 1.12  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.60214823
435,435,2022-09-11 15:00:07+00:00,https://twitter.com/RetrospectApps/status/1568977695240855554,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1762.5$ | 2.58% -score -4.386294685990339 market view: 5.31  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.620866
438,438,2022-09-11 14:00:08+00:00,https://twitter.com/RetrospectApps/status/1568962598531465217,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1766.45$ | 2.83% -score -4.566063882063883 market view: 4.96  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.63583434
719,719,2022-09-08 14:00:03+00:00,https://twitter.com/RetrospectApps/status/1567875415028408321,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1640.23$ | 6.63% -score -11.158058602024006 market view: 1.28  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6125887
445,445,2022-09-11 13:00:05+00:00,https://twitter.com/RetrospectApps/status/1568947489306296322,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1772.86$ | 2.73% -score -6.285601234442982 market view: 0.25  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,1,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.5843198
712,712,2022-09-08 15:00:09+00:00,https://twitter.com/RetrospectApps/status/1567890538694598656,RetrospectApps,Retrospect Tweets,Crypto Space, hourly eth update   1637.61$ | 6.01% -score -8.915108850880106 market view: 3.69  24h: somewhat bullish   follow for more! more info in bio    analysis ethereum predictions app tool,0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",0.6167079
