,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,Tweet_NLTK,Sentiment
253,2022-09-08 15:00:09+00:00,https://twitter.com/RetrospectApps/status/1567890538694598656,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1637.61$ | 6.01%
🕖-score -8.915108850880106
📈Market View: 3.69 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1637.61 6.01 🕖-score -8.915108850880106 📈market view 3.69 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
254,2022-09-11 10:00:04+00:00,https://twitter.com/RetrospectApps/status/1568902184397426690,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1762.41$ | 2.4%
🕖-score -2.314117302052785
📈Market View: 9.86 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1762.41 2.4 🕖-score -2.314117302052785 📈market view 9.86 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
255,2022-09-10 19:00:05+00:00,https://twitter.com/RetrospectApps/status/1568675698562187265,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1734.35$ | 1.55%
🕖-score -3.90160124610592
📈Market View: 4.17 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1734.35 1.55 🕖-score -3.90160124610592 📈market view 4.17 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
256,2022-09-11 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1568887083233644550,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1766.62$ | 2.81%
🕖-score -4.856398843930635
📈Market View: 4.75 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1766.62 2.81 🕖-score -4.856398843930635 📈market view 4.75 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
257,2022-09-11 07:00:04+00:00,https://twitter.com/RetrospectApps/status/1568856885968740356,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1751.1$ | 1.02%
🕖-score -5.01613619402985
📈Market View: 4.66 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1751.1 1.02 🕖-score -5.01613619402985 📈market view 4.66 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
258,2022-09-08 16:00:03+00:00,https://twitter.com/RetrospectApps/status/1567905614075920384,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1632.77$ | 5.57%
🕖-score -4.709532581453633
📈Market View: 12.37 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1632.77 5.57 🕖-score -4.709532581453633 📈market view 12.37 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
259,2022-09-11 06:00:14+00:00,https://twitter.com/RetrospectApps/status/1568841830162202624,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1764.93$ | 1.75%
🕖-score -3.520024155780132
📈Market View: 6.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1764.93 1.75 🕖-score -3.520024155780132 📈market view 6.5 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
260,2022-09-11 05:00:20+00:00,https://twitter.com/RetrospectApps/status/1568826753753178112,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1760.19$ | 1.66%
🕖-score -2.9129035591274386
📈Market View: 8.75 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",1,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1760.19 1.66 🕖-score -2.9129035591274386 📈market view 8.75 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
261,2022-09-11 04:00:03+00:00,https://twitter.com/RetrospectApps/status/1568811586004951041,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1762.97$ | 1.71%
🕖-score -1.8362222222222222
📈Market View: 9.06 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1762.97 1.71 🕖-score -1.8362222222222222 📈market view 9.06 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
262,2022-09-11 03:00:04+00:00,https://twitter.com/RetrospectApps/status/1568796488498819073,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1761.5$ | 1.52%
🕖-score -1.7425987261146485
📈Market View: 11.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1761.5 1.52 🕖-score -1.7425987261146485 📈market view 11.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
263,2022-09-11 01:00:04+00:00,https://twitter.com/RetrospectApps/status/1568766289124163584,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1771.84$ | 3.19%
🕖-score -28.433999999999997
📈Market View: 15.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1771.84 3.19 🕖-score -28.433999999999997 📈market view 15.5 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
264,2022-09-11 00:00:34+00:00,https://twitter.com/RetrospectApps/status/1568751316943663104,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1723.61$ | 0.86%
🕖-score 1.6875158245419222
📈Market View: 17.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1723.61 0.86 🕖-score 1.6875158245419222 📈market view 17.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
265,2022-09-08 20:00:06+00:00,https://twitter.com/RetrospectApps/status/1567966025198731264,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1638.24$ | 4.16%
🕖-score 4.5491494945232045
📈Market View: 30.53 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1638.24 4.16 🕖-score 4.5491494945232045 📈market view 30.53 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
266,2022-09-10 22:00:03+00:00,https://twitter.com/RetrospectApps/status/1568720987583299586,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1752.92$ | 1.96%
🕖-score -3.1605218307821117
📈Market View: 6.95 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1752.92 1.96 🕖-score -3.1605218307821117 📈market view 6.95 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
267,2022-09-08 21:00:04+00:00,https://twitter.com/RetrospectApps/status/1567981114899177478,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1641.52$ | 0.18%
🕖-score -1.6672675026123294
📈Market View: 19.54 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1641.52 0.18 🕖-score -1.6672675026123294 📈market view 19.54 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
268,2022-09-10 21:00:04+00:00,https://twitter.com/RetrospectApps/status/1568705894158061568,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1732.35$ | 0.69%
🕖-score -3.009847457627118
📈Market View: 6.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1732.35 0.69 🕖-score -3.009847457627118 📈market view 6.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
269,2022-09-08 22:00:13+00:00,https://twitter.com/RetrospectApps/status/1567996253820043265,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1638.99$ | -0.31%
🕖-score -9.110351351351351
📈Market View: 1.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1638.99 -0.31 🕖-score -9.110351351351351 📈market view 1.0 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
270,2022-09-08 08:00:27+00:00,https://twitter.com/RetrospectApps/status/1567784919526506498,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1612.44$ | 6.25%
🕖-score -10.701946216087578
📈Market View: 3.11 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1612.44 6.25 🕖-score -10.701946216087578 📈market view 3.11 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
271,2022-09-09 15:00:04+00:00,https://twitter.com/RetrospectApps/status/1568252906385641474,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1726.01$ | 5.37%
🕖-score 2.171207642668188
📈Market View: 20.32 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1726.01 5.37 🕖-score 2.171207642668188 📈market view 20.32 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
272,2022-09-13 02:00:11+00:00,https://twitter.com/RetrospectApps/status/1569506192992440323,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1693.55$ | -4.43%
🕖-score -6.894677966101694
📈Market View: 7.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1693.55 -4.43 🕖-score -6.894677966101694 📈market view 7.5 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
273,2022-09-14 14:00:14+00:00,https://twitter.com/RetrospectApps/status/1570049788862943234,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1600.09$ | -0.09%
🕖-score -3.3830037359900373
📈Market View: 15.8 😀
📆24h: Very Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.44166666666666665, subjectivity=0.43333333333333335)",⧫ hour eth updat ⧫ 🪙1600.09 -0.09 🕖-score -3.3830037359900373 📈market view 15.8 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
274,2022-09-13 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1569611857698209794,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1712.69$ | -2.45%
🕖-score -10.322795323782776
📈Market View: 10.45 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1712.69 -2.45 🕖-score -10.322795323782776 📈market view 10.45 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
275,2022-09-14 02:00:11+00:00,https://twitter.com/RetrospectApps/status/1569868583395786753,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1580.75$ | -6.65%
🕖-score -5.136028646594562
📈Market View: 7.97 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1580.75 -6.65 🕖-score -5.136028646594562 📈market view 7.97 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
276,2022-09-07 14:00:15+00:00,https://twitter.com/RetrospectApps/status/1567513079667113985,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1543.0$ | -6.51%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1543.0 -6.51 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
277,2022-09-14 03:00:09+00:00,https://twitter.com/RetrospectApps/status/1569883672349741062,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1594.42$ | -6.63%
🕖-score -9.207333333333333
📈Market View: 2.58 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1594.42 -6.63 🕖-score -9.207333333333333 📈market view 2.58 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
278,2022-09-14 05:00:03+00:00,https://twitter.com/RetrospectApps/status/1569913847057715202,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1618.54$ | -5.76%
🕖-score -3.158995977473852
📈Market View: 16.36 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1618.54 -5.76 🕖-score -3.158995977473852 📈market view 16.36 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
279,2022-09-07 13:00:10+00:00,https://twitter.com/RetrospectApps/status/1567497957775233025,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1515.54$ | -9.15%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1515.54 -9.15 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
280,2022-09-14 06:00:06+00:00,https://twitter.com/RetrospectApps/status/1569928960061874176,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1616.58$ | -5.99%
🕖-score 1.5270642732515665
📈Market View: 15.12 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1616.58 -5.99 🕖-score 1.5270642732515665 📈market view 15.12 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
281,2022-09-14 07:00:10+00:00,https://twitter.com/RetrospectApps/status/1569944077952585729,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1609.56$ | -5.74%
🕖-score -5.918444444444443
📈Market View: 7.5 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1609.56 -5.74 🕖-score -5.918444444444443 📈market view 7.5 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
282,2022-09-07 12:00:05+00:00,https://twitter.com/RetrospectApps/status/1567482839167373313,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1514.09$ | -9.22%
🕖-score -44.520515151515156
📈Market View: 6.85 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1514.09 -9.22 🕖-score -44.520515151515156 📈market view 6.85 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
283,2022-09-14 08:00:02+00:00,https://twitter.com/RetrospectApps/status/1569959143594954753,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1611.31$ | -6.13%
🕖-score -6.5687596795727625
📈Market View: 6.04 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1611.31 -6.13 🕖-score -6.5687596795727625 📈market view 6.04 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
284,2022-09-13 08:00:34+00:00,https://twitter.com/RetrospectApps/status/1569596888353067008,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1693.55$ | -4.43%
🕖-score -8.41858152331306
📈Market View: 14.17 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1693.55 -4.43 🕖-score -8.41858152331306 📈market view 14.17 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
285,2022-09-14 09:00:02+00:00,https://twitter.com/RetrospectApps/status/1569974243059994625,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1598.77$ | -6.65%
🕖-score -6.248999999999999
📈Market View: 11.75 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1598.77 -6.65 🕖-score -6.248999999999999 📈market view 11.75 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
286,2022-09-14 10:00:04+00:00,https://twitter.com/RetrospectApps/status/1569989348224819204,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1602.12$ | -7.05%
🕖-score -9.697512765999331
📈Market View: 3.42 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1602.12 -7.05 🕖-score -9.697512765999331 📈market view 3.42 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
287,2022-09-14 11:00:07+00:00,https://twitter.com/RetrospectApps/status/1570004460579201026,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1602.32$ | -7.62%
🕖-score -8.660261655011654
📈Market View: 8.52 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,1,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1602.32 -7.62 🕖-score -8.660261655011654 📈market view 8.52 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
288,2022-09-14 12:00:07+00:00,https://twitter.com/RetrospectApps/status/1570019560635437059,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1592.73$ | -8.27%
🕖-score -4.641855626326963
📈Market View: 8.43 😀
📆24h: Bearish 🐻

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1592.73 -8.27 🕖-score -4.641855626326963 📈market view 8.43 😀 📆24h bearish 🐻 follow info bio 🔗 analysi ethereum predict app tool,positive
289,2022-09-08 03:00:04+00:00,https://twitter.com/RetrospectApps/status/1567709326898241536,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1627.25$ | 8.43%
🕖-score -9.533337539432178
📈Market View: 11.6 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1627.25 8.43 🕖-score -9.533337539432178 📈market view 11.6 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
290,2022-09-13 10:00:11+00:00,https://twitter.com/RetrospectApps/status/1569626989794922497,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1723.58$ | -1.55%
🕖-score -10.991597152808156
📈Market View: 8.56 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1723.58 -1.55 🕖-score -10.991597152808156 📈market view 8.56 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
291,2022-09-14 00:00:04+00:00,https://twitter.com/RetrospectApps/status/1569838353499013120,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1573.21$ | -8.16%
🕖-score -12.126313140446051
📈Market View: 2.04 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1573.21 -8.16 🕖-score -12.126313140446051 📈market view 2.04 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
292,2022-09-13 12:00:03+00:00,https://twitter.com/RetrospectApps/status/1569657155770372096,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1739.72$ | -0.69%
🕖-score -14.02542857142857
📈Market View: 2.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1739.72 -0.69 🕖-score -14.02542857142857 📈market view 2.5 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
293,2022-09-13 14:00:04+00:00,https://twitter.com/RetrospectApps/status/1569687357791805449,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1606.31$ | -8.34%
🕖-score -13.292953314391077
📈Market View: 2.23 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1606.31 -8.34 🕖-score -13.292953314391077 📈market view 2.23 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
294,2022-09-13 13:00:12+00:00,https://twitter.com/RetrospectApps/status/1569672292405321728,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY ETH UPDATE ⧫

🪙1645.62$ | -5.84%
🕖-score -14.189562310030395
📈Market View: 2.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

Analysis Ethereum Predictions App Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)",⧫ hour eth updat ⧫ 🪙1645.62 -5.84 🕖-score -14.189562310030395 📈market view 2.5 😀 📆24h somewhat bullish 🐂 follow info bio 🔗 analysi ethereum predict app tool,positive
