,Unnamed: 0,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob
219,563,2022-09-10 03:00:04+00:00,https://twitter.com/RetrospectApps/status/1568434100385599490,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1734.68$ | 5.71%
🕖-score -4.6137737556561085
📈Market View: 6.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
220,650,2022-09-09 05:00:06+00:00,https://twitter.com/RetrospectApps/status/1568101918781706246,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1698.51$ | 3.37%
🕖-score -8.750357688113413
📈Market View: 5.44 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",3,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
221,649,2022-09-09 06:00:03+00:00,https://twitter.com/RetrospectApps/status/1568117005940563972,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1706.43$ | 4.39%
🕖-score -6.3668025477707015
📈Market View: 9.6 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
222,566,2022-09-10 02:00:03+00:00,https://twitter.com/RetrospectApps/status/1568418999393820676,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1722.48$ | 5.41%
🕖-score -6.808444444444445
📈Market View: 3.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
223,571,2022-09-10 00:00:06+00:00,https://twitter.com/RetrospectApps/status/1568388810752286720,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1719.03$ | 5.13%
🕖-score -2.9937469771607708
📈Market View: 9.89 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
224,644,2022-09-09 08:00:04+00:00,https://twitter.com/RetrospectApps/status/1568147210419818496,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1704.86$ | 5.74%
🕖-score -9.800417910447761
📈Market View: 4.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
225,581,2022-09-09 22:00:16+00:00,https://twitter.com/RetrospectApps/status/1568358653903650816,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1718.34$ | 4.83%
🕖-score -6.655215616681456
📈Market View: 0.8 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
226,583,2022-09-09 21:00:03+00:00,https://twitter.com/RetrospectApps/status/1568343501221363718,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1723.97$ | 4.9%
🕖-score -4.909429744476258
📈Market View: 4.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
227,636,2022-09-09 10:00:03+00:00,https://twitter.com/RetrospectApps/status/1568177407319834624,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1693.93$ | 4.6%
🕖-score -7.125334776334778
📈Market View: 5.18 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
228,635,2022-09-09 11:00:04+00:00,https://twitter.com/RetrospectApps/status/1568192508647149569,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1708.85$ | 4.59%
🕖-score -8.845696344892223
📈Market View: 0.45 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
229,595,2022-09-09 19:00:05+00:00,https://twitter.com/RetrospectApps/status/1568313310826889217,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1707.18$ | 4.57%
🕖-score -4.113297353220106
📈Market View: 7.29 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
230,629,2022-09-09 12:00:10+00:00,https://twitter.com/RetrospectApps/status/1568207633357602816,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1699.57$ | 3.83%
🕖-score -6.324533186425173
📈Market View: 6.83 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
231,598,2022-09-09 18:00:03+00:00,https://twitter.com/RetrospectApps/status/1568298202855608322,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1706.14$ | 4.69%
🕖-score -2.1808854738727703
📈Market View: 10.65 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
232,627,2022-09-09 13:00:06+00:00,https://twitter.com/RetrospectApps/status/1568222715844124673,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1728.18$ | 6.77%
🕖-score 3.9235937567743324
📈Market View: 26.53 😀
📆24h: Somewhat Bearish 🐻

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
233,604,2022-09-09 17:00:03+00:00,https://twitter.com/RetrospectApps/status/1568283104045068288,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1711.56$ | 5.02%
🕖-score -3.2077557683433326
📈Market View: 9.66 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
234,623,2022-09-09 14:00:24+00:00,https://twitter.com/RetrospectApps/status/1568237893419769858,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1717.41$ | 4.98%
🕖-score -1.8037270615563301
📈Market View: 13.08 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
235,610,2022-09-09 16:00:07+00:00,https://twitter.com/RetrospectApps/status/1568268020702941185,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1728.64$ | 5.88%
🕖-score 1.5475853658536582
📈Market View: 19.25 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
236,516,2022-09-10 17:00:03+00:00,https://twitter.com/RetrospectApps/status/1568645489251291136,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1720.3$ | 0.47%
🕖-score -2.356181113460183
📈Market View: 7.77 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
237,514,2022-09-10 18:00:04+00:00,https://twitter.com/RetrospectApps/status/1568660594781216768,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1721.64$ | 0.91%
🕖-score -1.5606600790513827
📈Market View: 9.86 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
238,671,2022-09-08 23:00:03+00:00,https://twitter.com/RetrospectApps/status/1568011312520634370,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1632.17$ | -0.3%
🕖-score -9.214396003187641
📈Market View: 4.23 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
239,451,2022-09-11 11:00:03+00:00,https://twitter.com/RetrospectApps/status/1568917281677217797,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1762.93$ | 2.13%
🕖-score 4.880780707453631
📈Market View: 23.86 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
240,389,2022-09-12 01:00:35+00:00,https://twitter.com/RetrospectApps/status/1569128806987841537,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1740.05$ | -0.66%
🕖-score -42.43451948051948
📈Market View: 10.34 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
241,391,2022-09-12 00:00:04+00:00,https://twitter.com/RetrospectApps/status/1569113577750937601,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1760.71$ | -1.03%
🕖-score -15.385292172739542
📈Market View: 6.89 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
242,393,2022-09-11 23:00:10+00:00,https://twitter.com/RetrospectApps/status/1569098505632813057,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1749.33$ | -1.59%
🕖-score -15.760870860927152
📈Market View: 7.1 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
243,395,2022-09-11 22:00:03+00:00,https://twitter.com/RetrospectApps/status/1569083375926870017,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1740.05$ | -0.66%
🕖-score -14.482127136021873
📈Market View: 9.82 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
244,415,2022-09-11 19:00:11+00:00,https://twitter.com/RetrospectApps/status/1569038110876393472,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1767.68$ | 1.68%
🕖-score -3.2862466539196937
📈Market View: 6.75 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
245,423,2022-09-11 17:00:12+00:00,https://twitter.com/RetrospectApps/status/1569007915939385346,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1772.94$ | 3.1%
🕖-score 5.234747898217689
📈Market View: 23.86 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
246,729,2022-09-08 12:00:21+00:00,https://twitter.com/RetrospectApps/status/1567845293982359553,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1635.57$ | 8.04%
🕖-score -8.886144082332763
📈Market View: 5.86 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
247,427,2022-09-11 16:00:06+00:00,https://twitter.com/RetrospectApps/status/1568992792537440256,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1771.97$ | 3.31%
🕖-score -5.716573522413629
📈Market View: 0.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
248,725,2022-09-08 13:00:15+00:00,https://twitter.com/RetrospectApps/status/1567860368331898881,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1619.07$ | 6.8%
🕖-score -11.272681102362204
📈Market View: 1.12 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",1,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
249,435,2022-09-11 15:00:07+00:00,https://twitter.com/RetrospectApps/status/1568977695240855554,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1762.5$ | 2.58%
🕖-score -4.386294685990339
📈Market View: 5.31 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
250,438,2022-09-11 14:00:08+00:00,https://twitter.com/RetrospectApps/status/1568962598531465217,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1766.45$ | 2.83%
🕖-score -4.566063882063883
📈Market View: 4.96 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
251,719,2022-09-08 14:00:03+00:00,https://twitter.com/RetrospectApps/status/1567875415028408321,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1640.23$ | 6.63%
🕖-score -11.158058602024006
📈Market View: 1.28 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
252,445,2022-09-11 13:00:05+00:00,https://twitter.com/RetrospectApps/status/1568947489306296322,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1772.86$ | 2.73%
🕖-score -6.285601234442982
📈Market View: 0.25 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",1,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
253,712,2022-09-08 15:00:09+00:00,https://twitter.com/RetrospectApps/status/1567890538694598656,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1637.61$ | 6.01%
🕖-score -8.915108850880106
📈Market View: 3.69 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
254,455,2022-09-11 10:00:04+00:00,https://twitter.com/RetrospectApps/status/1568902184397426690,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1762.41$ | 2.4%
🕖-score -2.314117302052785
📈Market View: 9.86 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
255,507,2022-09-10 19:00:05+00:00,https://twitter.com/RetrospectApps/status/1568675698562187265,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1734.35$ | 1.55%
🕖-score -3.90160124610592
📈Market View: 4.17 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
256,457,2022-09-11 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1568887083233644550,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1766.62$ | 2.81%
🕖-score -4.856398843930635
📈Market View: 4.75 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
257,459,2022-09-11 07:00:04+00:00,https://twitter.com/RetrospectApps/status/1568856885968740356,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1751.1$ | 1.02%
🕖-score -5.01613619402985
📈Market View: 4.66 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
258,709,2022-09-08 16:00:03+00:00,https://twitter.com/RetrospectApps/status/1567905614075920384,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1632.77$ | 5.57%
🕖-score -4.709532581453633
📈Market View: 12.37 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
259,462,2022-09-11 06:00:14+00:00,https://twitter.com/RetrospectApps/status/1568841830162202624,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1764.93$ | 1.75%
🕖-score -3.520024155780132
📈Market View: 6.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
260,468,2022-09-11 05:00:20+00:00,https://twitter.com/RetrospectApps/status/1568826753753178112,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1760.19$ | 1.66%
🕖-score -2.9129035591274386
📈Market View: 8.75 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",1,0,0,2,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
261,469,2022-09-11 04:00:03+00:00,https://twitter.com/RetrospectApps/status/1568811586004951041,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1762.97$ | 1.71%
🕖-score -1.8362222222222222
📈Market View: 9.06 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
262,473,2022-09-11 03:00:04+00:00,https://twitter.com/RetrospectApps/status/1568796488498819073,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1761.5$ | 1.52%
🕖-score -1.7425987261146485
📈Market View: 11.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
263,478,2022-09-11 01:00:04+00:00,https://twitter.com/RetrospectApps/status/1568766289124163584,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1771.84$ | 3.19%
🕖-score -28.433999999999997
📈Market View: 15.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
264,481,2022-09-11 00:00:34+00:00,https://twitter.com/RetrospectApps/status/1568751316943663104,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1723.61$ | 0.86%
🕖-score 1.6875158245419222
📈Market View: 17.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
265,688,2022-09-08 20:00:06+00:00,https://twitter.com/RetrospectApps/status/1567966025198731264,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1638.24$ | 4.16%
🕖-score 4.5491494945232045
📈Market View: 30.53 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
266,495,2022-09-10 22:00:03+00:00,https://twitter.com/RetrospectApps/status/1568720987583299586,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1752.92$ | 1.96%
🕖-score -3.1605218307821117
📈Market View: 6.95 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
267,681,2022-09-08 21:00:04+00:00,https://twitter.com/RetrospectApps/status/1567981114899177478,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1641.52$ | 0.18%
🕖-score -1.6672675026123294
📈Market View: 19.54 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
268,499,2022-09-10 21:00:04+00:00,https://twitter.com/RetrospectApps/status/1568705894158061568,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1732.35$ | 0.69%
🕖-score -3.009847457627118
📈Market View: 6.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
269,679,2022-09-08 22:00:13+00:00,https://twitter.com/RetrospectApps/status/1567996253820043265,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1638.99$ | -0.31%
🕖-score -9.110351351351351
📈Market View: 1.0 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
270,813,2022-09-08 08:00:27+00:00,https://twitter.com/RetrospectApps/status/1567784919526506498,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1612.44$ | 6.25%
🕖-score -10.701946216087578
📈Market View: 3.11 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
271,618,2022-09-09 15:00:04+00:00,https://twitter.com/RetrospectApps/status/1568252906385641474,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1726.01$ | 5.37%
🕖-score 2.171207642668188
📈Market View: 20.32 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
272,271,2022-09-13 02:00:11+00:00,https://twitter.com/RetrospectApps/status/1569506192992440323,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1693.55$ | -4.43%
🕖-score -6.894677966101694
📈Market View: 7.5 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,1,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
273,77,2022-09-14 14:00:14+00:00,https://twitter.com/RetrospectApps/status/1570049788862943234,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1600.09$ | -0.09%
🕖-score -3.3830037359900373
📈Market View: 15.8 😀
📆24h: Very Bearish 🐻

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.44166666666666665, subjectivity=0.43333333333333335)"
274,235,2022-09-13 09:00:03+00:00,https://twitter.com/RetrospectApps/status/1569611857698209794,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1712.69$ | -2.45%
🕖-score -10.322795323782776
📈Market View: 10.45 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
275,129,2022-09-14 02:00:11+00:00,https://twitter.com/RetrospectApps/status/1569868583395786753,RetrospectApps,Retrospect Tweets,Crypto Space,"⧫ HOURLY #ETH UPDATE ⧫

🪙1580.75$ | -6.65%
🕖-score -5.136028646594562
📈Market View: 7.97 😀
📆24h: Somewhat Bullish 🐂

Follow for more! More info in bio 🔗 

#Analysis #Ethereum #Predictions #App #Tool",0,0,0,0,0.4199,"Sentiment(polarity=0.5625, subjectivity=0.5)"
